pl_name,hostname,default_flag,disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
K2-266 e,K2-266,0,CONFIRMED,Rodriguez et al. 2018,2,4,Transit,2018,K2,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,19.4834833,,3.54834332,0.31656253,,,,,11.2355,466.95,1,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,4362,0.733789,,,,4.53943,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h31m44.56s,157.9356855,+00d56m14.20s,0.9372782,77.5586,11.625,8.897,11.3527,12/10/24,2017-07,12/10/24
K2-266 e,K2-266,1,CONFIRMED,Rodriguez et al. 2018,2,4,Transit,2018,K2,Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..245R/abstract target=ref>Rodriguez et al. 2018</a>,19.482,0.1249,2.73,0.24355429,14.3,0.04499261,Mass,0.043,9.581,490.1,1,<a refstr=RODRIGUEZ_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..245R/abstract target=ref>Rodriguez et al. 2018</a>,,4285,0.703,0.686,-0.12,[Fe/H],4.581,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h31m44.56s,157.9356855,+00d56m14.20s,0.9372782,77.5586,11.625,8.897,11.3527,10/31/22,2018-11,10/31/22
K2-268 b,K2-268,0,CONFIRMED,Livingston et al. 2018,1,5,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2.15228,,1.61,0.144,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.773,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h54m50.28s,133.7094899,+11d50m53.78s,11.8482712,327.783,13.848,11.639,13.5627,9/5/19,2019-09,9/5/19
K2-268 b,K2-268,1,CONFIRMED,Livingston et al. 2018,1,5,Transit,2018,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,2.151676,,1.5,0.13382127,,,,,,1136,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,5106,0.78,0.84,0.03,[Fe/H],4.58,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h54m50.28s,133.7094899,+11d50m53.78s,11.8482712,327.783,13.848,11.639,13.5627,8/30/21,2021-08,8/30/21
K2-268 b,K2-268,0,CONFIRMED,Livingston et al. 2018,1,5,Transit,2018,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,2.151894,0.0308,1.41,0.12579177,,,,,,1121,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,5068,0.78,0.84,0.03,[Fe/H],4.59,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h54m50.28s,133.7094899,+11d50m53.78s,11.8482712,327.783,13.848,11.639,13.5627,10/24/18,2018-12,10/26/18
K2-268 c,K2-268,0,CONFIRMED,Livingston et al. 2018,1,5,Transit,2018,K2,Published Candidate,0,<a refstr=NARDIELLO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.1831N/abstract target=ref>Nardiello et al. 2016</a>,9.325429,,2.14,0.191,,,,,,,0,<a refstr=NARDIELLO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.1831N/abstract target=ref>Nardiello et al. 2016</a>,,,0.713,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h54m50.28s,133.7094899,+11d50m53.78s,11.8482712,327.783,13.848,11.639,13.5627,12/13/17,2016-12,12/13/17
K2-268 c,K2-268,1,CONFIRMED,Livingston et al. 2018,1,5,Transit,2018,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,9.327527,,2.69,0.23998614,,,,,,696,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,5106,0.78,0.84,0.03,[Fe/H],4.58,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h54m50.28s,133.7094899,+11d50m53.78s,11.8482712,327.783,13.848,11.639,13.5627,8/30/21,2021-08,8/30/21
K2-268 c,K2-268,0,CONFIRMED,Livingston et al. 2018,1,5,Transit,2018,K2,Published Candidate,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,9.3261,,3.1,0.28,,,,,,,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,,0.78,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h54m50.28s,133.7094899,+11d50m53.78s,11.8482712,327.783,13.848,11.639,13.5627,12/14/17,2018-01,12/14/17
K2-268 c,K2-268,0,CONFIRMED,Livingston et al. 2018,1,5,Transit,2018,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,9.33155684,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5035.99,0.801255,0.839,0.0848,[M/H],4.55429,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h54m50.28s,133.7094899,+11d50m53.78s,11.8482712,327.783,13.848,11.639,13.5627,12/21/16,2016-10,12/21/16
K2-268 c,K2-268,0,CONFIRMED,Livingston et al. 2018,1,5,Transit,2018,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,9.325,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5035.99,0.801255,0.839,0.0848,[M/H],4.55429,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h54m50.28s,133.7094899,+11d50m53.78s,11.8482712,327.783,13.848,11.639,13.5627,7/18/16,2016-10,7/18/16
K2-268 c,K2-268,0,CONFIRMED,Livingston et al. 2018,1,5,Transit,2018,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,9.326841,0.0819,2.69,0.23998573,,,,,,688,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,5068,0.78,0.84,0.03,[Fe/H],4.59,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h54m50.28s,133.7094899,+11d50m53.78s,11.8482712,327.783,13.848,11.639,13.5627,10/24/18,2018-12,10/26/18
K2-268 c,K2-268,0,CONFIRMED,Livingston et al. 2018,1,5,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,9.32705,,3.63,0.324,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.773,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h54m50.28s,133.7094899,+11d50m53.78s,11.8482712,327.783,13.848,11.639,13.5627,9/5/19,2019-09,9/5/19
