pl_name,hostname,default_flag,disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
EPIC 220648214.01,EPIC 220648214,1,CANDIDATE,Mayo et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,29.435233,,2.91662791,0.26,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5785,1.199507,,0.01,[Fe/H],4.21,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h08m18.74s,17.0781004,+10d08m12.64s,10.1368432,368.17,12.346,10.781,12.1931,2/15/18,2018-03,2/15/18
EPIC 220650843.01,EPIC 220650843,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,10.22657,,2.71,0.242,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.681,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h00m38.22s,15.1592415,+10d11m58.17s,10.1994919,228.069,14.464,11.303,14.0558,9/5/19,2019-09,9/5/19
EPIC 220650843.01,EPIC 220650843,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RNAAS...3...43Z/abstract target=ref>Zink et al. 2019</a>,10.228,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RNAAS...3...43Z/abstract target=ref>Zink et al. 2019</a>,,4081,0.456,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h00m38.22s,15.1592415,+10d11m58.17s,10.1994919,228.069,14.464,11.303,14.0558,9/19/19,2019-02,9/19/19
EPIC 220657558.01,EPIC 220657558,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,3.91764,,2.94,0.262,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,1.35,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h01m28.99s,15.3707811,+10d21m59.47s,10.3665191,781.332,13.762,12.214,13.6626,9/5/19,2019-09,9/5/19
EPIC 220663602.01,EPIC 220663602,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,6.4063,,0.888,0.0792,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.195,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h08m43.64s,17.1818313,+10d31m03.13s,10.5175356,91.3722,16.44,11.488,15.106,9/5/19,2019-09,9/5/19
EPIC 220666631.01,EPIC 220666631,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,31.9761,,3.92,0.35,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,1.461,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h02m05.50s,15.5229242,+10d35m33.01s,10.5925016,697.365,13.214,11.682,13.0134,9/5/19,2019-09,9/5/19
EPIC 220674823 b,EPIC 220674823,0,CONFIRMED,Adams et al. 2017,1,2,Transit,2016,K2,Published Candidate,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,0.571336,,1.8,0.16,,,,,,,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,,0.97,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.59,12.101,10.344,11.9535,12/14/17,2018-01,12/14/17
EPIC 220674823 b,EPIC 220674823,0,CONFIRMED,Adams et al. 2017,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=ADAMS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...82A/abstract target=ref>Adams et al. 2017</a>,0.571308,,1.46,0.13025248,,,,0,,,0,<a refstr=ADAMS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...82A/abstract target=ref>Adams et al. 2017</a>,G5,5590,0.83,0.93,0.025,[Fe/H],4.56,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.59,12.101,10.344,11.9535,10/24/18,2017-02,1/26/17
EPIC 220674823 b,EPIC 220674823,1,CONFIRMED,Adams et al. 2017,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=GUENTHER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.529..141G/abstract target=ref>Guenther et al. 2024</a>,0.5713127,0.01314,1.676,0.14952296,7.8,0.02454154,Mass,0,4656,2299,0,<a refstr=GUENTHER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.529..141G/abstract target=ref>Guenther et al. 2024</a>,,5578,0.99,0.913,-0.005,[Fe/H],4.408,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.59,12.101,10.344,11.9535,2/24/25,2024-03,2/24/25
EPIC 220674823 b,EPIC 220674823,0,CONFIRMED,Adams et al. 2017,1,2,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,0.571285,,1.816,0.162,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,1.02,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.59,12.101,10.344,11.9535,9/5/19,2019-09,9/5/19
EPIC 220674823 b,EPIC 220674823,0,CONFIRMED,Adams et al. 2017,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,0.571282,,1.87,0.16683051,8.03,0.02526521,Mass,,4740,2115,0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,,5496,0.995,0.91,0.06,[Fe/H],4.42,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.59,12.101,10.344,11.9535,9/17/25,2025-06,9/17/25
EPIC 220674823 b,EPIC 220674823,0,CONFIRMED,Adams et al. 2017,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=DAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...883...79D/abstract target=ref>Dai et al. 2019</a>,0.571,,1.712,0.15273441,7.72,0.02428971,Mass,,,,0,<a refstr=DAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...883...79D/abstract target=ref>Dai et al. 2019</a>,,5496,0.981,0.902,0.06,[Fe/H],4.42,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.59,12.101,10.344,11.9535,8/23/19,2019-09,8/29/19
EPIC 220674823 b,EPIC 220674823,0,CONFIRMED,Adams et al. 2017,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=SINUKOFF_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..271S/abstract target=ref>Sinukoff et al. 2017</a>,0.571336,0.01312,1.82,0.16236952,9,0.02831702,Mass,,4293,2063,0,<a refstr=SINUKOFF_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..271S/abstract target=ref>Sinukoff et al. 2017</a>,,5496,0.95,0.92,0.06,[Fe/H],4.42,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.59,12.101,10.344,11.9535,10/24/18,2017-06,12/14/17
EPIC 220674823 b,EPIC 220674823,0,CONFIRMED,Adams et al. 2017,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=GUENTHER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...608A..93G/abstract target=ref>Guenther et al. 2017</a>,0.571292,0.0116,1.52,0.13560532,8.36,0.02630337,Mass,0,,2333,0,<a refstr=GUENTHER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...608A..93G/abstract target=ref>Guenther et al. 2017</a>,G5 V,5470,0.869,0.945,-0.025,[Fe/H],4.53,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.59,12.101,10.344,11.9535,10/24/18,2017-12,6/21/18
EPIC 220674823 b,EPIC 220674823,0,CONFIRMED,Adams et al. 2017,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,0.571212,,1.6,0.14274268,,,,,,,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,,5613,0.95,,0.01,[Fe/H],4.6,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.59,12.101,10.344,11.9535,3/28/22,2021-08,3/28/22
EPIC 220674823 b,EPIC 220674823,0,CONFIRMED,Adams et al. 2017,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,0.571299,,1.66855539,0.14885854,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5590,0.906429,0.966939,0.08,[Fe/H],4.54,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.59,12.101,10.344,11.9535,10/24/18,2018-03,2/15/18
EPIC 220674823 b,EPIC 220674823,0,CONFIRMED,Adams et al. 2017,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,0.571331,0.0134,1.82,0.16236952,,,,,,2119,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,5617,0.98,0.97,0.13,[Fe/H],4.45,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.59,12.101,10.344,11.9535,10/24/18,2018-12,10/26/18
EPIC 220674823 b,EPIC 220674823,0,CONFIRMED,Adams et al. 2017,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.571292,0.01326,1.725,0.15389446,8.21,0.02583155,Mass,0,4670,2300,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5532,0.988,0.95,0.11,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.59,12.101,10.344,11.9535,4/17/23,2023-04,4/17/23
EPIC 220674823 c,EPIC 220674823,0,CONFIRMED,Adams et al. 2017,1,2,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,13.33877,,3.79,0.338,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,1.02,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.59,12.101,10.344,11.9535,9/5/19,2019-09,9/5/19
EPIC 220674823 c,EPIC 220674823,0,CONFIRMED,Adams et al. 2017,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,13.339746,,2.70490157,0.24131516,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5590,0.906429,0.966939,0.08,[Fe/H],4.54,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.59,12.101,10.344,11.9535,10/24/18,2018-03,2/15/18
EPIC 220674823 c,EPIC 220674823,0,CONFIRMED,Adams et al. 2017,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,13.339079,0.1091,2.73,0.24355429,,,,,,741,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,5617,0.98,0.97,0.13,[Fe/H],4.45,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.59,12.101,10.344,11.9535,10/24/18,2018-12,10/26/18
EPIC 220674823 c,EPIC 220674823,0,CONFIRMED,Adams et al. 2017,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=ADAMS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...82A/abstract target=ref>Adams et al. 2017</a>,13.341245,,2.53,0.22571148,,,,0,,,0,<a refstr=ADAMS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...82A/abstract target=ref>Adams et al. 2017</a>,G5,5590,0.83,0.93,0.025,[Fe/H],4.56,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.59,12.101,10.344,11.9535,10/24/18,2017-02,1/26/17
EPIC 220674823 c,EPIC 220674823,0,CONFIRMED,Adams et al. 2017,1,2,Transit,2016,K2,Published Candidate,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,13.338687,,2.8,0.25,,,,,,,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,,0.97,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.59,12.101,10.344,11.9535,12/14/17,2018-01,12/14/17
EPIC 220674823 c,EPIC 220674823,0,CONFIRMED,Adams et al. 2017,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=SINUKOFF_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..271S/abstract target=ref>Sinukoff et al. 2017</a>,13.3387,0.1071,2.77,0.24712285,5.7,0.01793412,Mass,,64,722,0,<a refstr=SINUKOFF_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..271S/abstract target=ref>Sinukoff et al. 2017</a>,,5496,0.95,0.92,0.06,[Fe/H],4.42,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.59,12.101,10.344,11.9535,10/24/18,2017-06,12/14/17
EPIC 220674823 c,EPIC 220674823,1,CONFIRMED,Adams et al. 2017,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=GUENTHER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.529..141G/abstract target=ref>Guenther et al. 2024</a>,13.33989,0.1073,2.84,0.25336827,7.32,0.0230313,Mass,0.17,70,804,0,<a refstr=GUENTHER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.529..141G/abstract target=ref>Guenther et al. 2024</a>,,5578,0.99,0.913,-0.005,[Fe/H],4.408,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.59,12.101,10.344,11.9535,2/24/25,2024-03,2/24/25
EPIC 220674823 c,EPIC 220674823,0,CONFIRMED,Adams et al. 2017,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,13.334615,,2.2,0.19627119,,,,,,,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,,5613,0.95,,0.01,[Fe/H],4.6,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.59,12.101,10.344,11.9535,3/28/22,2021-08,3/28/22
EPIC 220674823 c,EPIC 220674823,0,CONFIRMED,Adams et al. 2017,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=GUENTHER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...608A..93G/abstract target=ref>Guenther et al. 2017</a>,13.3397,0.105,2.5,0.22303506,5.8,0.01824875,Mass,0.18,,774,0,<a refstr=GUENTHER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...608A..93G/abstract target=ref>Guenther et al. 2017</a>,G5 V,5470,0.869,0.945,-0.025,[Fe/H],4.53,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.59,12.101,10.344,11.9535,10/24/18,2017-12,6/21/18
EPIC 220674823 c,EPIC 220674823,0,CONFIRMED,Adams et al. 2017,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,13.33918,,3.01,0.26853468,5,0.01573176,Mass,,71,740,0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,,5496,0.995,0.91,0.06,[Fe/H],4.42,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.59,12.101,10.344,11.9535,9/17/25,2025-06,9/17/25
EPIC 220674823 c,EPIC 220674823,0,CONFIRMED,Adams et al. 2017,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,13.3397,0.1083,2.836,0.25301141,8.9,0.02800253,Mass,0.13,70,805,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5532,0.988,0.95,0.11,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.59,12.101,10.344,11.9535,4/17/23,2023-04,4/17/23
EPIC 220679255.01,EPIC 220679255,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,8.1344,,2.36,0.211,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,1.153,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h54m17.38s,13.5724016,+10d54m33.28s,10.9092439,319.814,12.269,10.581,11.9659,9/5/19,2019-09,9/5/19
EPIC 220679255.01,EPIC 220679255,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,8.133218,,2.05114626,0.18,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5966,1.080518,,0.01,[Fe/H],4.33,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h54m17.38s,13.5724016,+10d54m33.28s,10.9092439,319.814,12.269,10.581,11.9659,2/15/18,2018-03,2/15/18
EPIC 220679255.02,EPIC 220679255,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,17.78804,,2.78,0.248,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,1.153,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h54m17.38s,13.5724016,+10d54m33.28s,10.9092439,319.814,12.269,10.581,11.9659,9/5/19,2019-09,9/5/19
EPIC 220708327.01,EPIC 220708327,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2.52894,,1.44,0.128,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.962,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h56m07.75s,14.0322943,+11d42m24.97s,11.7069365,402.904,12.98,11.421,12.9053,9/5/19,2019-09,9/5/19
EPIC 220725183.01,EPIC 220725183,1,CANDIDATE,Petigura et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,2.311162,,51.6,4.6,,,,,,,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,,1.58,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h00m09.81s,15.0408655,+12d13m00.27s,12.2167422,465.91,11.57,10.062,11.4985,12/14/17,2018-01,12/14/17
